domain,actor,model,answer,percentage
Intervention - Three Choice,France,Llama 3.1 70B Instruct,High Intervention,60.902255639097746
Intervention - Three Choice,France,Llama 3.1 70B Instruct,Middle Intervention,31.203007518796994
Intervention - Three Choice,France,Gemini 1.5 Pro-002,No Intervention,2.6315789473684212
Intervention - Three Choice,France,Gemini 1.5 Pro-002,High Intervention,57.89473684210526
Intervention - Three Choice,France,Gemini 1.5 Pro-002,Middle Intervention,39.473684210526315
Intervention - Three Choice,Iran,Llama 3.1 8B Instruct,No Intervention,22.22222222222222
Intervention - Three Choice,Iran,Llama 3.1 8B Instruct,High Intervention,62.96296296296296
Intervention - Three Choice,Iran,Llama 3.1 8B Instruct,Middle Intervention,14.814814814814815
Intervention - Three Choice,Iran,GPT-4o,No Intervention,29.62488129154796
Intervention - Three Choice,Iran,GPT-4o,High Intervention,43.82512549179216
Intervention - Three Choice,Iran,GPT-4o,Middle Intervention,26.549993216659885
Intervention - Three Choice,Iran,Claude 3.5 Sonnet,No Intervention,33.86243386243386
Intervention - Three Choice,Iran,Claude 3.5 Sonnet,High Intervention,39.68253968253969
Intervention - Three Choice,Iran,Claude 3.5 Sonnet,Middle Intervention,26.455026455026452
Intervention - Three Choice,Iran,Mixtral 8x22B,No Intervention,25.830959164292498
Intervention - Three Choice,Iran,Mixtral 8x22B,High Intervention,48.717948717948715
Intervention - Three Choice,Iran,Mixtral 8x22B,Middle Intervention,25.451092117758783
Intervention - Three Choice,Iran,Qwen2 72B,No Intervention,7.407407407407407
Intervention - Three Choice,Iran,Qwen2 72B,High Intervention,59.788359788359784
Intervention - Three Choice,Iran,Qwen2 72B,Middle Intervention,32.804232804232804
Intervention - Three Choice,Iran,Llama 3.1 70B Instruct,No Intervention,11.11111111111111
Intervention - Three Choice,Iran,Llama 3.1 70B Instruct,High Intervention,59.25925925925926
Intervention - Three Choice,Iran,Llama 3.1 70B Instruct,Middle Intervention,29.62962962962963
Intervention - Three Choice,Iran,Gemini 1.5 Pro-002,No Intervention,21.164021164021165
Intervention - Three Choice,Iran,Gemini 1.5 Pro-002,High Intervention,39.41798941798942
Intervention - Three Choice,Iran,Gemini 1.5 Pro-002,Middle Intervention,39.41798941798942
Intervention - Three Choice,Pakistan,Llama 3.1 8B Instruct,No Intervention,25.0
Intervention - Three Choice,Pakistan,Llama 3.1 8B Instruct,High Intervention,64.28571428571429
Intervention - Three Choice,Pakistan,Llama 3.1 8B Instruct,Middle Intervention,10.714285714285714
Intervention - Three Choice,Pakistan,GPT-4o,No Intervention,36.01190476190476
Intervention - Three Choice,Pakistan,GPT-4o,High Intervention,51.06292517006803
Intervention - Three Choice,Pakistan,GPT-4o,Middle Intervention,12.92517006802721
Intervention - Three Choice,Pakistan,Claude 3.5 Sonnet,No Intervention,18.36734693877551
Intervention - Three Choice,Pakistan,Claude 3.5 Sonnet,High Intervention,48.9795918367347
Intervention - Three Choice,Pakistan,Claude 3.5 Sonnet,Middle Intervention,32.6530612244898
Intervention - Three Choice,Pakistan,Mixtral 8x22B,No Intervention,27.655677655677657
Intervention - Three Choice,Pakistan,Mixtral 8x22B,High Intervention,47.43589743589744
Intervention - Three Choice,Pakistan,Mixtral 8x22B,Middle Intervention,24.90842490842491
Intervention - Three Choice,Pakistan,Qwen2 72B,No Intervention,10.714285714285714
Intervention - Three Choice,Pakistan,Qwen2 72B,High Intervention,60.714285714285715
Intervention - Three Choice,Pakistan,Qwen2 72B,Middle Intervention,28.571428571428573
Intervention - Three Choice,Pakistan,Llama 3.1 70B Instruct,No Intervention,21.428571428571427
Intervention - Three Choice,Pakistan,Llama 3.1 70B Instruct,High Intervention,57.142857142857146
Intervention - Three Choice,Pakistan,Llama 3.1 70B Instruct,Middle Intervention,21.428571428571427
Intervention - Three Choice,Pakistan,Gemini 1.5 Pro-002,No Intervention,17.857142857142858
Intervention - Three Choice,Pakistan,Gemini 1.5 Pro-002,High Intervention,44.09013605442177
Intervention - Three Choice,Pakistan,Gemini 1.5 Pro-002,Middle Intervention,38.05272108843537
Intervention - Three Choice,Saudi Arabia,Llama 3.1 8B Instruct,No Intervention,20.0
Intervention - Three Choice,Saudi Arabia,Llama 3.1 8B Instruct,High Intervention,56.666666666666664
Intervention - Three Choice,Saudi Arabia,Llama 3.1 8B Instruct,Middle Intervention,23.333333333333332
Intervention - Three Choice,Saudi Arabia,GPT-4o,No Intervention,23.162393162393165
Intervention - Three Choice,Saudi Arabia,GPT-4o,High Intervention,45.885225885225886
Intervention - Three Choice,Saudi Arabia,GPT-4o,Middle Intervention,30.952380952380953
Intervention - Three Choice,Saudi Arabia,Claude 3.5 Sonnet,No Intervention,10.0
Intervention - Three Choice,Saudi Arabia,Claude 3.5 Sonnet,High Intervention,50.0
Intervention - Three Choice,Saudi Arabia,Claude 3.5 Sonnet,Middle Intervention,40.0
Intervention - Three Choice,Saudi Arabia,Mixtral 8x22B,No Intervention,16.398046398046397
Intervention - Three Choice,Saudi Arabia,Mixtral 8x22B,High Intervention,53.51648351648352
Intervention - Three Choice,Saudi Arabia,Mixtral 8x22B,Middle Intervention,30.085470085470085
Intervention - Three Choice,Saudi Arabia,Qwen2 72B,No Intervention,3.076923076923077
Intervention - Three Choice,Saudi Arabia,Qwen2 72B,High Intervention,59.78021978021978
Intervention - Three Choice,Saudi Arabia,Qwen2 72B,Middle Intervention,37.14285714285714
Intervention - Three Choice,Saudi Arabia,Llama 3.1 70B Instruct,No Intervention,10.0
Intervention - Three Choice,Saudi Arabia,Llama 3.1 70B Instruct,High Intervention,56.666666666666664
Intervention - Three Choice,Saudi Arabia,Llama 3.1 70B Instruct,Middle Intervention,33.333333333333336
Intervention - Three Choice,Saudi Arabia,Gemini 1.5 Pro-002,No Intervention,8.803418803418802
Intervention - Three Choice,Saudi Arabia,Gemini 1.5 Pro-002,High Intervention,39.76800976800976
Intervention - Three Choice,Saudi Arabia,Gemini 1.5 Pro-002,Middle Intervention,51.42857142857143
Intervention - Three Choice,Israel,Llama 3.1 8B Instruct,No Intervention,25.0
Intervention - Three Choice,Israel,Llama 3.1 8B Instruct,High Intervention,62.5
Intervention - Three Choice,Israel,Llama 3.1 8B Instruct,Middle Intervention,12.5
Intervention - Three Choice,Israel,GPT-4o,No Intervention,35.60744810744811
Intervention - Three Choice,Israel,GPT-4o,High Intervention,46.53540903540903
Intervention - Three Choice,Israel,GPT-4o,Middle Intervention,17.857142857142858
Intervention - Three Choice,Israel,Claude 3.5 Sonnet,No Intervention,20.833333333333332
Intervention - Three Choice,Israel,Claude 3.5 Sonnet,High Intervention,50.0
Intervention - Three Choice,Israel,Claude 3.5 Sonnet,Middle Intervention,29.166666666666668
Intervention - Three Choice,Israel,Mixtral 8x22B,No Intervention,21.581196581196583
Intervention - Three Choice,Israel,Mixtral 8x22B,High Intervention,52.56410256410256
Intervention - Three Choice,Israel,Mixtral 8x22B,Middle Intervention,25.854700854700855
Intervention - Three Choice,Israel,Qwen2 72B,No Intervention,8.928571428571429
Intervention - Three Choice,Israel,Qwen2 72B,High Intervention,60.11904761904762
Intervention - Three Choice,Israel,Qwen2 72B,Middle Intervention,30.952380952380953
Intervention - Three Choice,Israel,Llama 3.1 70B Instruct,No Intervention,8.333333333333334
Intervention - Three Choice,Israel,Llama 3.1 70B Instruct,High Intervention,62.5
Intervention - Three Choice,Israel,Llama 3.1 70B Instruct,Middle Intervention,29.166666666666668
Intervention - Three Choice,Israel,Gemini 1.5 Pro-002,No Intervention,17.857142857142858
Intervention - Three Choice,Israel,Gemini 1.5 Pro-002,High Intervention,46.42857142857142
Intervention - Three Choice,Israel,Gemini 1.5 Pro-002,Middle Intervention,35.714285714285715
